Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1985,161,Out of Africa,Drama,"Redford, Robert","Streep, Meryl","Pollack, Sydney",88,Yes,"Out of Africa: a Redford, Robert and Streep, Meryl film’s, directed by Pollack, Sydney"
